direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
"Avenida De Los Narcisos, 6",Murcia,30163,Murcia,1.769,NA,1.789,NA,-1.06975,38.055083,GASEXPRESS,L-D: 24H,2022-04-11T12:42:00Z
"Avenida De Los Poblados, 18",Madrid,28025,Madrid,1.834,1.966,1.855,1.935,-3.725611,40.373111,CEPSA,L-D: 24H,2022-04-12T06:00:00Z
"Avenida De Los Poblados, Sn",Madrid,28025,Madrid,1.749,1.889,1.769,1.799,-3.743028,40.3735,GALP,L-D: 06:00-22:00,2022-04-12T17:01:00Z
"Avenida De Los Reyes, 2",Colmenar Viejo,28770,Madrid,1.729,NA,1.755,NA,-3.754472,40.656917,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Avenida De Los Santos, Sn",Zafra,06300,Badajoz,1.739,1.849,1.829,1.919,-6.413944,38.422778,REPSOL,L-D: 06:00-23:00,2022-04-12T00:00:00Z
"Avenida De Los Toreros, S/N",Madrid,28028,Madrid,1.82,NA,1.794,1.854,-3.661944,40.434306,CEPSA,L-S: 07:00-21:00; D: 9:00-14:00,2022-04-12T00:00:00Z
"Avenida De Lugo, 24",Avilés,33400,Asturias,1.759,1.909,1.799,1.889,-5.927,43.566361,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida De Lugo, 50",Avilés,33401,Asturias,1.637,NA,1.687,NA,-5.927778,43.569111,PLENOIL,L-D: 24H,2022-04-12T14:15:00Z
"Avenida De Madrid, 1",Laguna De Duero,47140,Valladolid,1.779,NA,1.769,1.829,-4.718722,41.587083,AVIA,L-D: 06:30-22:30,2022-04-12T13:26:00Z
"Avenida De Madrid, 126",Arganda Del Rey,28500,Madrid,1.789,NA,1.779,1.789,-3.481806,40.310361,ATENOIL,L-D: 06:00-00:00,2022-04-12T11:30:00Z
"Avenida De Madrid, 19",Granada,18014,Granada,1.799,1.939,1.799,1.859,-3.606444,37.189944,STAR PETROLEUM,L-J: 07:00-23:00; V-S: 24H; D: 07:00-23:00,2022-04-12T15:00:00Z
"Avenida De Madrid, 34",San Martín De Valdeiglesias,28680,Madrid,1.669,NA,1.709,NA,-4.391778,40.358472,SUPECO,L-D: 24H,2022-04-12T10:30:00Z
"Avenida De Madrid, 37",Arganda Del Rey,28500,Madrid,1.819,1.961,1.839,1.929,-3.462778,40.305639,BP LA ARGANDEÑA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida De Madrid, 37",Palencia,34004,Palencia,1.769,1.909,1.769,1.799,-4.5185,41.991611,CARREFOUR,L-D: 24H,2022-04-12T12:20:00Z
"Avenida De Madrid, 60",La Adrada,05430,Ávila,1.835,1.875,1.875,1.955,-4.641667,40.30375,REPSOL,L-D: 07:00-23:00,2022-04-11T11:08:00Z
"Avenida De Madrid, 60",Alcalá De Henares,28805,Madrid,1.677,NA,1.717,NA,-3.395917,40.475972,PLENOIL,L-D: 24H,2022-04-12T14:15:00Z
"Avenida De Merida, 9",Alcántara,10980,Cáceres,1.962,NA,1.986,NA,-6.883111,39.714417,IBERDOEX,L-S: 08:00-21:00,2022-04-11T20:08:00Z
"Avenida De Murcia, 50",Murcia,30007,Murcia,1.799,NA,1.839,NA,-1.094028,38.014556,CASILLAS DE COMBUSTIBLES SL,L-D: 06:00-22:00,2022-04-11T10:54:00Z
"Avenida De Murcia, 56",Torre-Pacheco,30591,Murcia,1.799,1.939,1.819,1.909,-0.956611,37.818861,BP BALSICAS,L-S: 07:00-22:00; D: 08:00-22:00,2022-04-11T11:03:00Z
"Avenida De Oviedo, 13",Siero,33186,Asturias,1.819,1.929,1.839,1.909,-5.698306,43.385139,CAMPSA,L-D: 24H,2022-04-12T00:00:00Z
"Avenida De Oviedo, 3",Cangas Del Narcea,33800,Asturias,1.868,1.998,1.858,1.918,-6.546389,43.180833,REPSOL,L-D: 06:00-22:00,2022-04-11T20:08:00Z
Avenida De Palencia Nº 35,Valladolid,47010,Valladolid,1.779,1.929,1.769,1.859,-4.717556,41.661,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida De Pontevedra, 6",Santiago De Compostela,15899,Coruña (A),1.879,1.989,1.829,1.889,-8.548278,42.869972,REPSOL,L-D: 07:00-23:00,2022-04-11T23:00:00Z
"Avenida De Portugal, 7",Tordesillas,47100,Valladolid,1.759,1.909,1.809,1.899,-5.004333,41.501278,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Avenida De Puebla, 6",Montijo,06480,Badajoz,1.799,NA,1.858,NA,-6.621611,38.8995,PETROCAR,L-D: 24H,2022-04-11T15:01:00Z
"Avenida De Quel, 44",Arnedo,26580,Rioja (La),1.789,1.909,1.799,1.889,-2.085306,42.230167,REPSOL,L-D: 07:00-22:00,2022-04-12T00:00:00Z
"Avenida De Roses, 5",Figueres,17600,Girona,1.739,1.799,1.759,1.789,2.979389,42.267083,AVANZA OIL FIGUERES,L-D: 24H,2022-04-11T09:54:00Z
"Avenida De Sa Pau, 6",Sant Lluís,07710,Balears (Illes),1.859,NA,1.869,1.969,4.259056,39.852722,BP SAN LUIS,L-D: 24H,2022-04-09T09:00:00Z
"Avenida De Salobreña S/N Parc Ue Mot13, S/N",Motril,18600,Granada,1.789,1.931,1.799,1.889,-3.5275,36.742667,BP MOTRIL,L-D: 24H,2022-04-11T07:23:00Z
"Avenida De Santiago, 86",Murcia,30007,Murcia,1.799,1.941,1.799,1.889,-1.121472,38.002333,BP,L-D: 07:00-23:00,2022-04-12T09:15:00Z
"Avenida De Sevilla, 140",Almendralejo,06200,Badajoz,1.699,1.809,1.729,1.799,-6.390167,38.672389,MORGANE OIL,L-D: 24H,2022-04-12T10:15:00Z
"Avenida De Sevilla, 45",Trebujena,11560,Cádiz,1.819,1.959,1.829,1.889,-6.171722,36.871722,REPSOL,L-D: 06:00-23:00,2022-04-12T08:51:00Z
"Avenida De Sevilla, S/N",Brenes,41310,Sevilla,1.764,NA,1.805,1.905,-5.878111,37.543417,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Del Aljarafe, 50",Palomares Del Río,41928,Sevilla,1.759,NA,1.769,1.779,-6.072,37.320389,BALLENOIL,L: 24H,2022-04-12T11:28:00Z
"Avenida Del Aljarafe,, 98",Pilas,41840,Sevilla,1.809,1.951,1.819,1.91,-6.289722,37.301917,E.S.ALCARAYON (BP OIL),L-D: 06:00-22:00,2022-04-11T11:07:00Z
"Avenida Del Atlantico, S/N",Santa Lucía De Tirajana,35110,Palmas (Las),1.409,1.549,1.379,1.509,-15.429056,27.856444,SHELL SANTA LUCIA,L-D: 24H,2022-04-12T16:40:00Z
"Avenida Del Carmen, 94",Cox,03350,Alicante,1.779,1.889,1.819,1.889,-0.889278,38.147139,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Del Carmen, S/N",Estepona,29680,Málaga,1.839,1.979,1.849,1.929,-5.175889,36.417194,SHELL,L-D: 06:00-00:00,2022-04-12T14:00:00Z
"Avenida Del Cid, 10",Foios,46134,Valencia / València,1.749,NA,1.699,NA,-0.349,39.539194,BURAN ENERGY,L-V: 06:00-22:00,2022-04-12T12:41:00Z
"Avenida Del Cid, 5",València,46018,Valencia / València,1.739,1.871,1.729,1.789,-0.390806,39.467,CEPSA,L-D: 24H,2022-04-09T12:07:00Z
"Avenida Del Comercio, 77",El Viso Del Alcor,41520,Sevilla,1.739,NA,1.755,NA,-5.707528,37.403167,BALLENOIL,L-D: 24H,2022-04-12T11:58:00Z
"Avenida Del Conocimiento, 1",Granada,18007,Granada,1.789,1.919,1.799,1.869,-3.604972,37.144389,SHELL,L-D: 24H,2022-04-12T17:40:00Z
"Avenida Del Cuartel, 1",Medina Del Campo,47400,Valladolid,1.769,1.879,1.799,1.849,-4.911028,41.305194,REPSOL,L: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida Del Ebro, 7",Agoncillo,26509,Rioja (La),NA,NA,1.799,NA,-2.283778,42.438944,ISATIR,L-D: 24H,2022-04-12T13:22:00Z
"Avenida Del Ejercito, 2",Lleida,25194,Lleida,1.799,1.909,1.829,1.879,0.616111,41.607889,REPSOL,L-D: 06:00-22:00,2022-04-12T00:22:00Z
"Avenida Del Estrecho, 7",Algeciras,11201,Cádiz,1.737,NA,1.717,NA,-5.465306,36.159889,E.S. BFUEL ALGECIRAS,L-D: 24H,2022-04-11T15:33:00Z
"Avenida Del Euro Edificio Centrolid, 7",Valladolid,47009,Valladolid,NA,NA,1.583,NA,-4.721833,41.673222,CENTROLID,L-D: 24H,2022-04-12T12:00:00Z
"Avenida Del Euro, 9",Alicante/Alacant,03114,Alicante,1.898,NA,1.895,NA,-0.57275,38.340861,PARCELOGIC,L-D: 24H,2022-04-12T14:21:00Z
"Avenida Del Golf, S/N",Molina De Segura,30500,Murcia,1.749,1.889,1.789,1.869,-1.178139,38.066722,SHELL,L-D: 06:00-00:00,2022-04-12T15:00:00Z
"Avenida Del Grao, 164,",Gandia,46730,Valencia / València,1.799,1.909,1.799,1.889,-0.161917,38.989389,MOSCARDÓ,L-D: 06:00-22:00,2022-04-11T14:15:00Z
"Avenida Del Guirney, 2 Bis",Petrer,03610,Alicante,1.769,NA,1.799,1.829,-0.773306,38.48825,CARREFOUR,L-S: 09:30-22:30,2022-04-12T12:20:00Z
"Avenida Del Jarama, 19",Coslada,28821,Madrid,1.789,1.919,1.839,1.879,-3.533444,40.432944,GALP,L-D: 06:00-22:00,2022-04-11T02:51:00Z
"Avenida Del Litoral, 49",Barcelona,08005,Barcelona,1.869,1.999,1.859,1.949,2.204278,41.393111,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Del Madroño, S/N",Toledo,45005,Toledo,1.774,1.914,1.839,1.919,-4.054944,39.88925,SHELL,L-D: 06:00-00:00,2022-04-12T15:00:00Z
"Avenida Del Mar S/N, Sin Número",Castelló De La Plana,12003,Castellón / Castelló,1.769,1.889,1.779,1.809,-0.017972,39.983306,CARREFOUR,L-D: 24H,2022-04-12T12:20:00Z
"Avenida Del Mar, 44",Sueca,46410,Valencia / València,1.699,NA,1.739,NA,-0.306361,39.214056,FUTURGASOIL,L-D: 24H,2022-04-12T10:48:00Z
"Avenida Del Mar, 468",Castelló De La Plana,12100,Castellón / Castelló,1.769,1.889,1.769,1.839,0.010667,39.976694,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Del Mar, 5,",Sueca,46410,Valencia / València,1.819,NA,1.809,1.889,-0.3095,39.209056,BP EL SEQUIAL,L-D: 06:00-22:00,2022-04-12T13:02:00Z
"Avenida Del Mar, 65",Castelló De La Plana,12000,Castellón / Castelló,1.698,NA,1.698,NA,-0.017722,39.982944,SEROIL ENERGY EXPRESS,L-D: 24H,2022-04-11T18:19:00Z
"Avenida Del Mar, 96",Narón,15570,Coruña (A),1.819,1.951,1.839,1.905,-8.199778,43.489111,CEPSA,L-D: 24H,2022-04-12T09:57:00Z
"Avenida Del Mediterraneo, 10",Sedaví,46910,Valencia / València,1.779,NA,1.809,1.909,-0.373833,39.424778,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Del Mediterraneo, 129",Petrer,03610,Alicante,1.714,1.856,1.764,1.817,-0.782611,38.462861,E.S. PETRER-ELDA,L-D: 24H,2022-04-11T13:58:00Z
"Avenida Del Mediterraneo, S/N",Almería,04006,Almería,1.657,1.776,1.617,1.697,-2.446806,36.852444,ALCAMPO,L-D: 00:00-23:59,2022-04-12T11:07:00Z
"Avenida Del Mediterraneo, S/N",Onda,12200,Castellón / Castelló,1.749,1.879,1.779,1.809,-0.251056,39.964611,CARREFOUR,L-D: 24H,2022-04-12T10:30:00Z
"Avenida Del Mediterraneo, S/N",Cuenca,16004,Cuenca,1.789,NA,1.799,NA,-2.121528,40.053389,CARREFOUR,L-D: 08:00-22:00,2022-04-12T12:20:00Z
"Avenida Del Mediterraneo, S/N",Canet D'en Berenguer,46529,Valencia / València,1.799,1.941,1.799,1.889,-0.216972,39.678972,AVIA,L-D: 06:00-00:00,2022-04-11T14:31:00Z
"Avenida Del Mueble, 56",Chiclana De La Frontera,11130,Cádiz,1.709,NA,1.719,NA,-6.143417,36.435556,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Avenida Del Mueble, S/N",Chiclana De La Frontera,11130,Cádiz,1.739,1.879,1.749,1.829,-6.1425,36.430444,SHELL,L-D: 06:00-00:00,2022-04-12T14:00:00Z
"Avenida Del Olivar, 9",Villanueva De Algaidas,29310,Málaga,1.905,NA,1.865,NA,-4.442917,37.177389,AGLA,L-S: 07:00-21:00; D: 08:00-14:00,2022-04-11T07:00:00Z
"Avenida Del Pilar, 9",Morón De La Frontera,41530,Sevilla,NA,NA,NA,NA,-5.450778,37.132778,CAPYCRU,L-D: 24H,2022-04-11T11:08:00Z
"Avenida Del Pla, 77",Jávea/Xàbia,03730,Alicante,1.709,NA,1.769,1.849,0.178667,38.784944,CEPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida Del Port, 15/41",Calp,03710,Alicante,1.779,NA,1.779,1.849,0.06925,38.637306,COFRADIA DE PESCADORES,L-V: 08:30-13:30 y 15:00-19:00,2022-04-12T12:52:00Z
"Avenida Del Puerto, 36",Jávea/Xàbia,03730,Alicante,1.769,1.919,1.789,1.839,0.177222,38.79425,REPSOL,L-D: 07:00-22:00,2022-04-12T00:00:00Z
"Avenida Del Puerto, 36",Sagunto/Sagunt,46500,Valencia / València,1.755,NA,1.735,NA,-0.226056,39.654861,RAPIDFUEL,L-D: 24H,2022-04-11T18:49:00Z
"Avenida Del Remolar, 37,39",El Prat De Llobregat,08820,Barcelona,1.879,NA,1.845,1.945,2.087417,41.325611,CEPSA,L-D: 06:00-22:00,2022-04-12T06:00:00Z
"Avenida Del Sol, S,N",Torrejón De Ardoz,28850,Madrid,1.804,1.936,1.849,1.949,-3.481333,40.447361,CEPSA,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Del Sur, S/N",Valdepeñas,13300,Ciudad Real,1.759,1.879,1.799,1.869,-3.391944,38.749917,Q8,L-S: 07:00-22:00,2022-04-12T13:00:00Z
"Avenida Del Sur, S/N",Dúrcal,18560,Granada,1.789,1.931,1.799,1.889,-3.560694,36.977889,BP DÚRCAL,L-D: 06:00-23:00,2022-04-09T00:00:00Z
"Avenida Del Textil, 79",Ontinyent,46780,Valencia / València,1.777,NA,1.699,NA,-0.573444,38.831194000000004,VCC ONTINYENT,L-D: 24H,2022-04-11T12:32:00Z
"Avenida Del Textil, S/N",Ontinyent,46870,Valencia / València,1.809,1.949,1.809,1.879,-0.607,38.827194,CEPSA,L-D: 06:00-22:00,2022-04-10T22:18:00Z
"Avenida Del Transport, 8",Riba-Roja De Túria,46190,Valencia / València,NA,NA,1.819,NA,-0.562222,39.483972,SERVITRANSPORT LA VALL,L-D: 24H,2022-04-11T10:43:00Z
"Avenida Del Treinta, 121",El Ejido,04700,Almería,1.769,NA,1.789,1.879,-2.792222,36.777611,REPSOL,L-D: 06:30-23:00,2022-04-12T00:00:00Z
"Avenida Del Trenc D'alba, 47",Jávea/Xàbia,03730,Alicante,1.669,NA,1.699,NA,0.170861,38.788917,Q8,L-D: 24H,2022-04-12T13:00:00Z
"Avenida Del Valle, 39",Rascafría,28740,Madrid,1.849,1.981,1.859,1.925,-3.876222,40.907139,CEPSA,L: 07:00-23:00,2022-04-12T07:00:00Z
"Avenida Del Vallès, 4",Terrassa,08227,Barcelona,1.799,1.949,1.809,1.859,2.040417,41.548056,PETROCAT,L-S: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Del Valles, 8",Lliçà De Vall,08185,Barcelona,1.729,NA,1.749,1.809,2.211,41.5735,VILACARBURANTS,L-D: 24H,2022-04-11T21:53:00Z
"Avenida Del Varadero, S/N",Tías,35510,Palmas (Las),1.458,1.58,1.405,NA,-13.67325,28.920639,CEPSA,L-D: 08:30-23:59,2022-04-09T11:27:00Z
"Avenida Del Velero - Esq. Comunidad Valenciana, 110",Pilar De La Horadada,03191,Alicante,1.799,NA,1.809,NA,-0.772417,37.865694,E.S. LA TORRE,L-D: 24H,2022-04-12T00:23:00Z
"Avenida Del Vino, Sn",Valdepeñas,13300,Ciudad Real,1.749,1.749,1.779,1.799,-3.388167,38.779139,ALCAMPO,L-S: 08:15-22:00; D: 09:00-21:00,2022-04-11T09:36:00Z
"Avenida Del Zadorra, 144",Vitoria-Gasteiz,01193,Araba/Álava,1.728,NA,1.729,1.899,-2.670833,42.872389,CARBES,L-D: 24H,2022-04-12T12:54:00Z
"Avenida Del Zafiro, 2",Córdoba,14014,Córdoba,1.619,NA,1.619,NA,-4.750056,37.89,AUTACOR,L-D: 24H,2022-04-12T11:17:00Z
"Avenida Delfina Viudes, S/N",Torrevieja,03183,Alicante,1.667,NA,1.687,NA,-0.680694,37.991139,PLENOIL,L-D: 24H,2022-04-12T14:15:00Z
"Avenida Dels Dolors, 5",Manresa,08240,Barcelona,1.759,1.889,1.779,1.869,1.836667,41.73425,GALP,L-D: 06:00-22:00,2022-04-11T02:51:00Z
"Avenida Dels Fusters, 42",Loriguilla,46393,Valencia / València,NA,NA,NA,NA,-0.5665,39.481056,HAM,L-D: 24H,2022-04-11T11:45:00Z
"Avenida Democracia, 15",Madrid,28000,Madrid,1.729,NA,1.729,1.759,-3.623389,40.38775,POWER3OIL,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Denia, 150",Alicante/Alacant,03016,Alicante,1.829,1.971,1.819,1.909,-0.453806,38.375472,BP VISTAHERMOSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida Denia, 60",Alicante/Alacant,03016,Alicante,1.824,1.954,1.819,1.89,-0.472306,38.355389,GOTETA,L-D: 24H,2022-04-11T10:35:00Z
"Avenida Denia, 75",Alicante/Alacant,03013,Alicante,1.829,1.971,1.819,1.909,-0.467361,38.359667,BP SANDOVAL MI,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Denia, 80",Alicante/Alacant,03013,Alicante,1.829,1.971,1.819,1.909,-0.466972,38.359278,BP SANDOVAL MD,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Denia, S/N",Torrevieja,03186,Alicante,1.791,1.931,1.821,1.909,-0.743222,37.968889,BP CORONELITA,L-D: 24H,2022-04-11T07:21:00Z
"Avenida Diagonal Plaza, 22",Zaragoza,50197,Zaragoza,1.789,1.939,1.799,1.869,-0.990111,41.636528,REPSOL,L-V: 06:00-22:00; S: 08:00-15:00,2022-04-12T07:56:00Z
"Avenida Diagonal, 189",Barcelona,08018,Barcelona,1.799,1.999,1.799,1.929,2.193083,41.404639,SHELL GLORIAS,L-S: 07:00-22:00,2022-04-12T14:30:00Z
"Avenida Diagonal, 687",Barcelona,08028,Barcelona,1.859,1.999,1.869,1.959,2.10675,41.382667,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Diagonal, 9 - Poligono Plaza, 9",Zaragoza,50020,Zaragoza,1.789,1.939,1.799,1.869,-0.991111,41.635833,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Dilar, 19",Granada,18006,Granada,1.759,1.869,1.779,1.849,-3.5995,37.160639,REPSOL,L-D: 07:00-22:00,2022-04-09T00:00:00Z
"Avenida Dinamarca Esq. Comunidad Europea, S/N",Badalona,08914,Barcelona,1.849,1.991,1.849,1.939,2.244194,41.466556,BP MONTIGALA,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Diputacio, S/N",Cambrils,43850,Tarragona,1.805,1.955,1.825,1.895,1.108111,41.072833,BP,L-D: 06:00-22:00,2022-04-11T14:39:00Z
"Avenida Diputacion, 1",Chipiona,11550,Cádiz,1.789,NA,1.819,1.899,-6.43275,36.738833,CEPSA,L-D: 07:00-23:00,2022-04-12T08:28:00Z
"Avenida Diputacion, 2",L'olleria,46850,Valencia / València,1.799,1.909,1.759,1.849,-0.556944,38.915667,REPSOL,L-D: 07:00-22:00,2022-04-12T00:00:00Z
"Avenida Diputacion, 35",Calp,03710,Alicante,1.779,NA,1.779,NA,0.04175,38.646306,GASEXPRESS,L-D: 24H,2022-04-11T12:41:00Z
"Avenida Diputación, 74",Yátova,46367,Valencia / València,1.769,NA,1.799,NA,-0.814667,39.385444,SCVA VIRGEN DESAMPARADOS,L-D: 24H,2022-04-11T12:42:00Z
"Avenida Do Cruceiro Da Coruña, 2",Santiago De Compostela,15705,Coruña (A),1.879,1.989,1.829,1.889,-8.532861,42.892139,REPSOL,L-D: 07:00-23:00,2022-04-11T23:00:00Z
"Avenida Do Mar, 94",Narón,15570,Coruña (A),1.759,NA,1.729,NA,-8.200111,43.488583,SBC,L-D: 24H,2022-04-12T00:02:00Z
"Avenida Do Perdouro, 27",Burela,27880,Lugo,1.739,NA,1.749,NA,-7.348611,43.645056,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Avenida Do Rebullón, 9",Mos,36416,Pontevedra,1.707,NA,1.687,NA,-8.662417,42.206861,PLENOIL,L-D: 24H,2022-04-12T14:15:00Z
"Avenida Doctor Artero Guirao, 2",San Pedro Del Pinatar,30740,Murcia,1.737,1.949,1.737,1.789,-0.787639,37.843333,HERMANOS NAVARRO,L-V: 06:00-21:00; S-D: 07:00-20:00,2022-04-11T10:38:00Z
"Avenida Doctor Artero Guirao, 219/225",San Pedro Del Pinatar,30740,Murcia,1.764,1.896,1.814,1.88,-0.798944,37.830167,CEPSA,L-D: 06:00-00:00,2022-04-12T10:18:00Z
"Avenida Doctor Fleming, 45",Écija,41400,Sevilla,1.769,1.879,1.789,1.839,-5.073111,37.541806,REPSOL,L-S: 07:30-14:30,2022-04-12T00:00:00Z
"Avenida Doctor Fleming, S/N",Sant Antoni De Portmany,07820,Balears (Illes),1.879,2.019,1.889,1.959,1.309222,38.972528,CEPSA,L-D: 07:00-23:00,2022-04-12T07:42:00Z
"Avenida Doctor Gregorio Marañón, 14",Torrevieja,03180,Alicante,1.784,1.916,1.819,1.885,-0.687444,37.977278,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Doctor Iglesias, 0",Dozón,36518,Pontevedra,1.769,NA,1.799,1.849,-8.046056,42.566222,PETRONOR,L-V: 07:00-22:30; S-D: 09:00-22:30,2022-04-12T00:00:00Z
"Avenida Doctor Manuel Jarabo (Del), 74",San Martín De La Vega,28330,Madrid,1.819,1.949,1.849,1.909,-3.579528,40.212278,CEPSA,L-D: 06:00-00:00,2022-04-09T11:30:00Z
"Avenida Doctor Marañon, S/N",Barcelona,08028,Barcelona,1.759,NA,1.769,NA,2.114389,41.381778,RACC,L-D: 24H,2022-04-12T09:19:00Z
"Avenida Doctor Otero Ulloa, 1",Marín,36913,Pontevedra,1.819,1.929,1.819,1.909,-8.727583,42.37375,REPSOL,L-D: 06:00-23:00,2022-04-12T00:00:00Z
"Avenida Doctor Severo Ochoa, S/N",Benidorm,03503,Alicante,1.809,1.951,1.849,1.939,-0.102722,38.543139,BP EUROBENIDORM,L-D: 07:00-23:00,2022-04-12T07:00:00Z
"Avenida Dolmenes De Valencina, 6",Valencina De La Concepción,41907,Sevilla,1.789,1.899,1.799,1.889,-6.036833,37.421639,REPSOL,L-D: 24H,2022-04-12T07:27:00Z
"Avenida Domingo El Bueno, 65",O Porriño,36400,Pontevedra,1.687,NA,1.697,NA,-8.620472,42.15375,PLENOIL,L-D: 00:00-23:59,2022-04-12T14:15:00Z
"Avenida Domingo Fontan, S/N",Pontevedra,36005,Pontevedra,1.789,1.929,1.819,1.909,-8.643972,42.436444,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida Don Juan De Borbon, S/",Murcia,30110,Murcia,1.799,1.941,1.799,1.889,-1.1375,38.018528,BP CHURRA,L-D: 06:00-22:00,2022-04-12T00:05:00Z
"Avenida Don Juan De Borbon, S/N",Murcia,30001,Murcia,1.739,1.879,1.699,1.779,-1.139694,38.019806,SHELL,L-V: 08:00-13:00 y 17:00-19:00; S: 08:00-13:00,2022-04-12T17:00:00Z
"Avenida Don Juan De Borbon, Sn",Murcia,30110,Murcia,1.794,1.926,1.809,1.889,-1.142972,38.024083,CEPSA,L-D: 06:00-22:00,2022-04-12T06:00:00Z
"Avenida Don Juan De Borbón., S/N",Murcia,30008,Murcia,1.669,NA,1.699,NA,-1.136972,38.018278,CAMPSA EXPRESS,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Dr Artero Guirao, 12",San Pedro Del Pinatar,30740,Murcia,1.699,1.809,1.729,1.799,-0.788111,37.842361,CAMPSA EXPRESS,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Dr. Mario Spreafico, 88",Archena,30609,Murcia,NA,NA,1.652,NA,-1.284861,38.11625,LA ARCHENERA,L-D: 24H,2022-04-12T00:05:00Z
"Avenida Dr. Mendiguchia Garriche, 40",Leganés,28913,Madrid,1.809,1.919,1.839,1.909,-3.773639,40.333222,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Dr. Sanchez Urzais, 28",Cortes De Pallás,46199,Valencia / València,1.909,NA,1.849,NA,-0.938861,39.242278,SAN ISIDRO COOP. V.,L-D: 24H,2022-04-11T10:54:00Z
"Avenida Dulce Chacon, 4",Villanueva De La Serena,06700,Badajoz,1.779,1.909,1.819,1.869,-5.808056,38.9715,AVIA,L: 24H,2022-04-11T14:54:00Z
"Avenida Duque De Abrantes, S/N",Jerez De La Frontera,11407,Cádiz,1.749,NA,1.759,1.849,-6.134167,36.695361,REPSOL,L-D: 08:00-21:00,2022-04-12T00:00:00Z
"Avenida Ebro, 6",Agoncillo,26509,Rioja (La),NA,NA,1.66,NA,-2.285417,42.438861,ROYO,L-S: 08:00-22:00,2022-04-11T17:53:00Z
"Avenida Eduard Toldra, 60",Vilanova I La Geltrú,08800,Barcelona,1.768,1.915,1.767,1.797,1.737056,41.228556,EVOLUTION,L-D: 24H,2022-04-11T20:33:00Z
"Avenida Eduard Toldra, 68",Vilanova I La Geltrú,08800,Barcelona,1.819,1.961,1.849,1.939,1.73925,41.230167,BP VILANOVA - AV EDUARDO TOLDRA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Avenida Eduardo Castro, 92",Gijón,33212,Asturias,1.738,NA,1.718,1.768,-5.696972,43.544917,INNOGAS,L-D: 24H,2022-04-11T10:30:00Z
"Avenida Einstein, 5",San Sebastián De Los Reyes,28700,Madrid,1.809,1.959,1.829,1.879,-3.610167,40.544417,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Avenida Eix 11 De Setembre, 12",Vic,08500,Barcelona,1.789,1.939,1.879,1.969,2.245583,41.928111,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Eje Central, 7",Madrid,28053,Madrid,NA,NA,NA,NA,-3.6556670000000002,40.363889,"NATURGY",L-D: 24H,2022-04-12T00:00:00Z
"Avenida Ejercito (Del), 44",Arganda Del Rey,28500,Madrid,1.819,1.961,1.839,1.929,-3.448389,40.303139,BP ARGANDA,L-D: 24H,2022-04-12T00:00:00Z
"Avenida Ejido, 12",Quintana De La Serena,06450,Badajoz,1.879,NA,1.779,NA,-5.659,38.738222,FUELQUIN,L-D: 24H,2022-04-11T12:11:00Z
"Avenida El Atance, 15",Guadalajara,19005,Guadalajara,1.789,1.929,1.799,1.879,-3.151028,40.640417,SHELL,L-D: 06:00-00:00,2022-04-12T15:00:00Z
"Avenida El Chorrico, S/N",Molina De Segura,30500,Murcia,1.759,1.889,1.799,1.87,-1.197278,38.061472,SHELL,L-D: 24H,2022-04-12T07:00:00Z
